title,price_mln_MNT,flooring_material,number_of_balcony,year_of_commissioning,garage,window_type,number_of_storeys,door_type,area_sq_m,apartment_storey,leasing,district,number_of_windows,location,construction_progress
Koyo town 52.37mk 2 uruu,165.0,Паркет,1.0,2022.0,Байгаа,Вакум,9.0,Бүргэд,52.37,16.0,Лизинггүй,Баянгол,2.0,Алтай хотхон,Ашиглалтад орсон
21-р хороололд гал тогоо тусдаа 2 өрөө,103.0,Паркет,2.0,1997.0,Байхгүй,Вакум,5.0,Бүргэд,64.0,4.0,Лизинггүй,Сонгино Хайрхан,3.0,21-р хороолол,Ашиглалтад орсон
21-р хороололд миражын хойно 45 мкв 2өрөө байр,99.0,Паркет,1.0,2016.0,Байхгүй,Вакум,12.0,Бүргэд,45.0,3.0,Лизинггүй,Сонгино Хайрхан,2.0,21-р хороолол,Ашиглалтад орсон
Elegance apartment 1 өрөө байр,84.0,Паркет,1.0,2022.0,Байхгүй,Вакум,12.0,Төмөр вакум,34.0,11.0,Лизинггүй,Хан-Уул,3.0,Бусад,Ашиглалтад орсон
Содон хороололд 2 өрөө 47м2,119.0,Паркет,0.0,2019.0,Байхгүй,Вакум,16.0,Бүргэд,47.0,1.0,Лизинггүй,Сонгино Хайрхан,2.0,21-р хороолол,Ашиглалтад орсон
Бзд polaris apartment 66.8м2 3 өрөө,180.0,Паркет,2.0,2020.0,Байхгүй,Вакум,16.0,Бүргэд,66.8,1.0,Лизинггүй,Баянзүрх,4.0,15-р хороолол,Ашиглалтад орсон
10-р хороолол голден парк 2 хотхонд 1 өрөө 31м2,80.0,Паркет,1.0,2015.0,Байхгүй,Вакум,16.0,Бүргэд,31.0,13.0,Лизинггүй,Баянгол,1.0,10-р хороолол,Ашиглалтад орсон
Шинэ яармаг цогцолбор хороололд лакшири 4 өрөө 120 м2,3.8,Паркет,2.0,2022.0,Байхгүй,Вакум,16.0,Вакум,120.0,3.0,Банкны лизингтэй,Хан-Уул,5.0,Яармаг,Ашиглалтад орсон
Шинэ яармагт 64.5м2 -тай гал тогоо тусдаа 2 өрөө,3.3,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,64.5,16.0,Банкны лизингтэй,Хан-Уул,2.0,Яармаг,Ашиглалтад орсон
Схд 21-р хороолол Депод 50м2 2 өрөө,100.0,Паркет,1.0,2011.0,Байхгүй,Вакум,5.0,Бүргэд,50.0,4.0,Банкны лизингтэй,Сонгино Хайрхан,2.0,21-р хороолол,Ашиглалтад орсон
Орчлон сургуулийн баруун талд vega city хотхонд 140мкв 4 өрөө,955.4,Паркет,1.0,2023.0,Байгаа,Вакум,16.0,Бүргэд,140.0,7.0,Лизинггүй,Хан-Уул,6.0,Бусад,Ашиглалтад ороогүй
Яармагт active garden хотхонд 3 өрөө,3.8,Паркет,1.0,2022.0,Байхгүй,Мод,12.0,Төмөр,64.92,7.0,Лизинггүй,Хан-Уул,4.0,Яармаг,Ашиглалтад орсон
Яармаг teso-н active garden-д 3 өрөө,3.9,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Төмөр,79.46,8.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
"Яармаг, арцат 2 дээр ашиглалтад орсон 3 өрөө,",195.82,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Төмөр вакум,79.6,9.0,Лизинггүй,Хан-Уул,2.0,Яармаг,Ашиглалтад орсон
Twin diamond хотхонд 2 өрөө байр 70м2,3.5,Паркет,1.0,2023.0,Байхгүй,Вакум,12.0,Бүргэд,70.0,7.0,Лизинггүй,Хан-Уул,3.0,Нарны хороолол,Ашиглалтад ороогүй
Sunset д шинэ 3 өрөө,3.2,Паркет,0.0,2022.0,Байхгүй,Вакум,3.0,Төмөр вакум,70.6,2.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
Mandala garden 93м2 3 өрөө байр,3.5,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Төмөр вакум,93.3,14.0,Лизинггүй,Хан-Уул,4.0,Яармаг,Ашиглалтад ороогүй
Garden city 4 oroo,4.7,Паркет,2.0,2022.0,Байгаа,Вакум,16.0,Төмөр вакум,142.5,15.0,Лизинггүй,Хан-Уул,8.0,Яармаг,Ашиглалтад орсон
Арцат 2 хотхонд 3 өрөө,2.45,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Төмөр вакум,79.6,9.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
Cedar city хотхонд 3 өрөө,3.4,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Төмөр вакум,74.56,10.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
Cedar-д 3 өрөө байр,3.1,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Төмөр вакум,84.05,4.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
Nova vista хотхонд 3 өрөө,3.8,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Төмөр вакум,78.8,9.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
Буянт ухай товерт 3 өрөө,3.2,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Төмөр вакум,77.98,8.0,Лизинггүй,Хан-Уул,4.0,Яармаг,Ашиглалтад орсон
Garden villa хотхонд 3 өрөө,2.7,Паркет,1.0,2021.0,Байхгүй,Вакум,12.0,Төмөр вакум,64.46,6.0,Лизинггүй,Хан-Уул,4.0,Яармаг,Ашиглалтад орсон
Sunset town house 3 өрөө,3.4,Паркет,1.0,2023.0,Байгаа,Вакум,4.0,Төмөр вакум,87.93,3.0,Лизинггүй,Хан-Уул,4.0,Яармаг,Ашиглалтад орсон
Яармаг мандала гарденд 3 өрөө,3.6,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Төмөр,77.3,13.0,Лизинггүй,Хан-Уул,4.0,Яармаг,Ашиглалтад ороогүй
Яармаг өлийт гарден хотхонд шинэ 3 өрөө,3.5,Паркет,1.0,2023.0,Байхгүй,Вакум,8.0,Төмөр,75.87,2.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад ороогүй
Яармаг хүннү малл урд dream plaza 139м2 4 өрөө,4.3,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Төмөр,139.0,14.0,Лизинггүй,Хан-Уул,7.0,Яармаг,Ашиглалтад орсон
Яармаг dream plaza дээр 91м2 3 өрөө,4.0,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Төмөр,90.0,14.0,Лизинггүй,Хан-Уул,4.0,Яармаг,Ашиглалтад орсон
Belmonte residence 4 өрөө байр,3.95,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Төмөр вакум,126.15,2.0,Лизинггүй,Хан-Уул,6.0,Яармаг,Ашиглалтад орсон
"Сбд, 5 хороо, орос 3 сургуулийн урд 92мкв 3 өрөө",360.0,Паркет,1.0,2014.0,Байхгүй,Вакум,12.0,Бүргэд,92.0,1.0,Лизинггүй,Сүхбаатар,4.0,220 мянгат,Ашиглалтад орсон
Гэрлүг виста зүүн харсан цонхтой 77.15мкв 3 өрөө,423.5,Паркет,1.0,2023.0,Байгаа,Вакум,23.0,Бүргэд,77.15,3.0,Лизинггүй,Хан-Уул,4.0,Бусад,Ашиглалтад орсон
"Бзд, банмонгол хорооллын зүүн талд сүмбэр ордод 110мкв 4 өрөө",3.0,Паркет,1.0,2015.0,Байгаа,Вакум,12.0,Бүргэд,110.0,11.0,Лизинггүй,Баянзүрх,5.0,Баянмонгол хороолол,Ашиглалтад орсон
Худ яармагт 1 өрөө байр,93.0,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,29.28,10.0,Лизинггүй,Хан-Уул,1.0,Яармаг,Ашиглалтад орсон
Яармагт хан вилла хотхонд 2өрөө,111.0,Паркет,1.0,2023.0,Байхгүй,Вакум,17.0,Бүргэд,44.34,16.0,Лизинггүй,Хан-Уул,2.0,Яармаг,Ашиглалтад орсон
Бичил хороололд 3өрөө байр,155.0,Паркет,2.0,1996.0,Байхгүй,Вакум,9.0,Бүргэд,40.0,4.0,Банкны лизингтэй,Баянгол,4.0,6-р бичил,Ашиглалтад орсон
Active garden 3 өрөө,3.9,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Төмөр вакум,79.46,8.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
Хан виллад 4 сард ашиглалтанд орох 2өрөө,2.8,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,46.0,16.0,Лизинггүй,Хан-Уул,2.0,Яармаг,Ашиглалтад ороогүй
Цэнгэлдэх хотхонд 3 өрөө,5.85,Паркет,1.0,2021.0,Байхгүй,Вакум,23.0,Төмөр,70.0,20.0,Лизинггүй,Хан-Уул,4.0,Хурд,Ашиглалтад орсон
Цэцэрлэгт хүрээлэн хойн park east хотхонд шинэ 3 өрөө,4.25,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Төмөр,108.58,14.0,Лизинггүй,Баянзүрх,5.0,Edu apart campus,Ашиглалтад орсон
Цэцэрлэгт хүрээлэнгийн хойно santo life 3 өрөө,4.3,Паркет,1.0,2023.0,Байхгүй,Вакум,23.0,Төмөр,77.4,11.0,Лизинггүй,Баянзүрх,4.0,Бусад,Ашиглалтад ороогүй
Хан төгөл хотхонд 5 өрөө,4.8,Паркет,1.0,2022.0,Байхгүй,Вакум,5.0,Бүргэд,148.0,3.0,Лизинггүй,Хан-Уул,5.0,Яармаг,Ашиглалтад орсон
Зайсанд english garden хотхонд 5 өрөө,2.5,Паркет,2.0,2020.0,Байхгүй,Вакум,3.0,Төмөр,165.0,3.0,Лизинггүй,Хан-Уул,6.0,Зайсан,Ашиглалтад орсон
Мандала гарден хотхонд 3 өрөө,3.8,Паркет,1.0,2022.0,Байхгүй,Вакум,13.0,Вакум,77.3,10.0,Лизинггүй,Хан-Уул,5.0,Яармаг,Ашиглалтад ороогүй
Яармаг fuji garden-д 4 өрөө байр,880.0,Паркет,2.0,2022.0,Байхгүй,Вакум,4.0,Төмөр,153.0,3.0,Лизинггүй,Хан-Уул,5.0,Яармаг,Ашиглалтад ороогүй
"Tokyo town д гал тогоо тусдаа 3 өрөө 101,32м2",593.0,Паркет,2.0,2021.0,Байхгүй,Вакум,16.0,Төмөр,101.32,5.0,Лизинггүй,Хан-Уул,5.0,Хүннү,Ашиглалтад орсон
Хүннү 2222-т 70мкв 3 өрөө,360.0,Паркет,1.0,2023.0,Байхгүй,Вакум,23.0,Төмөр,70.0,20.0,Лизинггүй,Хан-Уул,4.0,Хүннү,Ашиглалтад ороогүй
5р сургуулийн хойно 3 өрөө 111.6m2,285.0,Паркет,2.0,2003.0,Байхгүй,Вакум,7.0,Төмөр,111.6,2.0,Лизинггүй,Чингэлтэй,5.0,Бага тойрог,Ашиглалтад орсон
Яармаг garden city 2 өрөө,273.0,Паркет,1.0,2023.0,Байхгүй,Вакум,5.0,Төмөр,61.6,1.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
Хүннү стандарт-д 3 өрөө,5.15,Паркет,1.0,2023.0,Байхгүй,Вакум,25.0,Төмөр,80.0,24.0,Лизинггүй,Хан-Уул,4.0,Хүннү,Ашиглалтад ороогүй
Gerlug vista-д 3 өрөө,5.3,Паркет,1.0,2023.0,Байхгүй,Вакум,23.0,Төмөр,78.03,1.0,Лизинггүй,Хан-Уул,4.0,Хүннү,Ашиглалтад орсон
Gantig villa hothond 2 uruu,5.5,Паркет,1.0,2023.0,Байхгүй,Вакум,6.0,Төмөр,86.2,2.0,Лизинггүй,Хан-Уул,3.0,Зайсан,Ашиглалтад ороогүй
Зайсан толгойн зүүн талд gantig villa -д 4 өрөө,5.0,Паркет,2.0,2022.0,Байхгүй,Вакум,6.0,Төмөр,280.0,2.0,Лизинггүй,Хан-Уул,6.0,Зайсан,Ашиглалтад ороогүй
Nova vista хотхон 3өрөө,3.2,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,77.3,4.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
"3,4р хороолол өргөө 33 байранд 2 өрөө",140.0,Паркет,1.0,2017.0,Байхгүй,Вакум,12.0,Бүргэд,52.0,8.0,Лизинггүй,Баянгол,3.0,"3, 4 хороолол",Ашиглалтад орсон
Багшийн дээд 3 өрөө байр,250.0,Паркет,1.0,1987.0,Байхгүй,Вакум,5.0,Бүргэд,52.0,4.0,Лизинггүй,Сүхбаатар,3.0,Бага тойрог,Ашиглалтад орсон
Бгд 29 хороо эрин хороололд 57.3м2,156.0,Паркет,1.0,2017.0,Байхгүй,Вакум,12.0,Төмөр,57.0,11.0,Банкны лизингтэй,Баянгол,2.0,1-р хороолол,Ашиглалтад орсон
Хотын төв 2өрөө байр,200.0,Паркет,1.0,1989.0,Байхгүй,Вакум,4.0,Бүргэд,52.0,2.0,Лизинггүй,Сүхбаатар,3.0,Бага тойрог,Ашиглалтад орсон
Хотын төвд гал тогоо тусдаа 2 өрөө,230.0,Паркет,1.0,2016.0,Байхгүй,Вакум,13.0,Бүргэд,75.02,8.0,Лизинггүй,Баянгол,3.0,Нарны хороолол,Ашиглалтад орсон
Нарны хороололд 3 өрөө байр,356.0,Паркет,1.0,2020.0,Байхгүй,Вакум,23.0,Төмөр,79.98,20.0,Лизинггүй,Баянгол,4.0,Нарны хороолол,Ашиглалтад орсон
Ганданд гал тогоо тусдаа 2 өрөө,95.0,Мод,1.0,1980.0,Байхгүй,Вакум,5.0,Бүргэд,40.0,5.0,Лизинггүй,Баянгол,3.0,Гандан,Ашиглалтад орсон
2 өрөө байр,125.0,Паркет,0.0,2022.0,Байгаа,Вакум,8.0,Бүргэд,41.41,5.0,Лизинггүй,Баянгол,3.0,"3, 4 хороолол",Ашиглалтад орсон
"Худ, зайсан энхжин хотхонд 3 өрөө орон сууц",263.2,Паркет,1.0,2018.0,Байхгүй,Вакум,9.0,Төмөр,94.0,5.0,Лизинггүй,Хан-Уул,3.0,Зайсан,Ашиглалтад орсон
Есөн эрдэнэ хотхонд 2 өрөө байр,240.79,Паркет,1.0,2022.0,Байхгүй,Вакум,12.0,Төмөр,65.97,8.0,Лизинггүй,Баянгол,2.0,Нарны хороолол,Ашиглалтад орсон
Мишээл хотхонд 2өрөө байр,123.0,Паркет,1.0,2021.0,Байхгүй,Вакум,12.0,Бүргэд,43.0,6.0,Лизинггүй,Хан-Уул,3.0,Мишээл,Ашиглалтад орсон
Бичил-6 хороололд 55м2 2 өрөө байр,125.0,Паркет,1.0,1997.0,Байхгүй,Вакум,9.0,Бүргэд,55.0,9.0,Лизинггүй,Баянгол,3.0,6-р бичил,Ашиглалтад орсон
Tumur zamd 2 uruu bair,3.6,Паркет,1.0,2022.0,Байхгүй,Вакум,13.0,Бүргэд,54.48,6.0,Банкны лизингтэй,Баянгол,4.0,Төмөр зам,Ашиглалтад орсон
Төмөр замд гал тогоо тусдаа 3 өрөө,185.0,Паркет,2.0,1988.0,Байхгүй,Вакум,9.0,Бүргэд,39.0,8.0,Лизинггүй,Баянгол,4.0,Төмөр зам,Ашиглалтад орсон
Рапид харш хотхонд 2 өрөө орон сууц,209.0,Паркет,1.0,2013.0,Байхгүй,Вакум,12.0,Бүргэд,57.77,7.0,Банкны лизингтэй,Хан-Уул,2.0,120 мянгат,Ашиглалтад орсон
Sunset house - 265мкв townhouse,1.01,Паркет,2.0,2022.0,Байгаа,Вакум,2.0,Бүргэд,265.0,1.0,Банкны лизингтэй,Хан-Уул,8.0,Яармаг,Ашиглалтад орсон
"Худ, төв цэнгэлдэх хүрээлэнгийн урд, хурд хороолол 125мкв 4 өрөө",3.2,Паркет,2.0,2016.0,Байгаа,Вакум,12.0,Бүргэд,125.0,4.0,Банкны лизингтэй,Хан-Уул,4.0,Хурд,Ашиглалтад орсон
Натур шинэ монгол сургуулийн баруун талд 32мкв 1 өрөө байр,89.0,Паркет,1.0,2010.0,Байхгүй,Вакум,5.0,Бүргэд,32.0,4.0,Лизинггүй,Баянзүрх,2.0,13-р хороолол,Ашиглалтад орсон
